CAS_No,EC_No,Substance_Name,MLC132_Entry,MLC132_Status_by_ROW,MLC132_Details,Policy Specific Requirements,Consider_Specific_Details
179678-31-0,,"(S)-2,2',3,3',4,5',6-heptachlorobiphenyl",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
179678-29-6,,"(S)-2,2',3,3',4,5,6'-heptachlorobiphenyl",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
179678-33-2,,"(S)-2,2',3,3',4,6,6'-heptachlorobiphenyl",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
153153-47-0,,"(S)-2,2',3,3',4,6'-hexachlorobiphenyl",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
179678-27-4,,"(S)-2,2',3,3',4,6-hexachlorobiphenyl",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
205991-68-0,,"(S)-2,2',3,3',5,6'-hexachlorobiphenyl",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
153153-49-2,,"(S)-2,2',3,3',6,6'-hexachlorobiphenyl",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
153153-43-6,,"(S)-2,2',3,3',6-pentachlorobiphenyl",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
176914-49-1,,"(S)-2,2',3,4,4',5',6-heptachlorobiphenyl",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
159000-97-2,,"(S)-2,2',3,4',5',6-hexachlorobiphenyl",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
205991-70-4,,"(S)-2,2',3,4,5',6-hexachlorobiphenyl",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
153153-45-8,,"(S)-2,2',3,4',6-pentachlorobiphenyl",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
111276-78-9,,"2,?,?-trichlorobiphenyl",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
153084-05-0,,"2,2',3,3',6,6'-hexachlorobiphenyl",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
108145-39-7,,"2,2',3,4,4',5(or 2,2',3,4,4',5')-hexachlorobiphenyl",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
111276-74-5,,"2,2',3,6,6',?-hexachlorobiphenyl",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
51908-10-2,,"2,2',4,4',5,5'-Hexachlorobiphenyl-UL-14C",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
36559-18-9,,"1,1'-Biphenyl-14C,2,3',4,4'-tetrachloro- (9CI)) ",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
80333-68-2,,"2,2',5,5'-Tetrachlorobiphenyl-UL-14C",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
111276-83-6,,"2,2',5,6',?,?,?,?-octachlorobiphenyl",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
111276-80-3,,"2,2',5,6',?,?,?-heptachlorobiphenyl",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
111276-77-8,,"2,2',5,6',?,?-hexachlorobiphenyl",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
111276-76-7,,"2,2',6',?,?-pentachlorobiphenyl",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
97122-18-4,,"2,3,?'(or 3,4,?')-trichlorobiphenyl",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
111276-82-5,,"2,3,3',4,4',5,5',?-octachlorobiphenyl",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
97122-20-8,,"2,4,?'(2,6,?' or 3,5,?')-trichlorobiphenyl",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
94487-00-0,,"2,4',?-trichlorobiphenyl",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
62461-62-5,,"2,4,4'(or 3,4,4')-trichlorobiphenyl",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
111276-75-6,,"2,4,4',?,?-pentachlorobiphenyl",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
80333-65-9,,"3,3',4,4'-Tetrachlorobiphenyl-UL-14C",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
111276-79-0,,"4,4',?,?,?,?-hexachlorobiphenyl",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
111276-81-4,,"4,4',?,?,?-pentachlorobiphenyl",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
132567-22-7,,"4,4'-Dichlorobiphenyl-UL-14C",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
30605-61-9,,"Ar,ar,ar-trichlorobiphenyl",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
33039-81-5,,"Ar,ar'-dichlorobiphenyl",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
37353-63-2,,Polychlorinated biphenyl (kanechlor 300). ,Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
12737-87-0,,Polychlorinated biphenyl (kanechlor 400). ,Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
37317-41-2,,Polychlorinated biphenyl (kanechlor 500). ,Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
31472-83-0,250-646-4,Octachlorobiphenyl,Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
37324-24-6,,Polychlorinated biphenyl (aroclor 2565),Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
39365-31-9,,"2,3,3',4,4',5,5' Heptachlorobiphenyl",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
39635-35-3,,"2,3,3',4,5,5'-Hexachlorobiphenyl (PCB 159)",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
52663-75-9,,"2,2',3,3',4,5,5',6'-Octachlorobiphenyl (PCB 199)",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
56730-94-0,,Phenoclor DP 4,Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
1336-36-3,215-648-1,Polychlorinated biphenyl (PCB),Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
2050-67-1,,"3,3’Dichlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
2050-68-2,218-095-4,"4,4’-Dichlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
2051-24-3,218-115-1,Decachlorobiphenyl Congener ,Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
2051-60-7,218-125-6,2-Chlorobiphenyl Congener,Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
2051-61-8,218-126-1,3-Chlorobiphenyl Congener,Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
2051-62-9,218-127-7,4-Chlorobiphenyl Congener,Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
2136-99-4,,"2,2’,3,3’,5,5’,6,6’-Octachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
2437-79-8,219-444-3,"2,2’4,4’-tetrachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
2974-90-5,,"3,4’-Dichlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
2974-92-7,,"3,4-Dichlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
7012-37-5,230-293-2,"2,4,4’-Trichlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
11096-82-5,,Aroclor 1260 Mixture,Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
11097-69-1,,Aroclor 1254 Mixture,Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
11100-14-4,,Aroclor 1268 Mixture,Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
11104-28-2,,Aroclor 1221 Mixture,Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
11141-16-5,,Aroclor 1232 Mixture,Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
12672-29-6,,Aroclor 1248 Mixture,Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
12674-11-2,,Aroclor 1016 Mixture,Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
12767-79-2,,Aroclor (unspecified) Mixture,Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
13029-08-8,,"2,2’Dichlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
15862-07-4,,"2,4,5-Trichlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
15968-05-5,,"2,2’6,6’-Tetrachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
16605-91-7,,"2,3-dichlorobiphenyl Congener ",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
16606-02-3,,"2,4’,5-trichlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
18259-05-7,,"2,3,4,5,6-pentachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
25323-68-6,,Trichlorobiphenyl Homolog,Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
25429-29-2,246-974-2,Pentachlorobiphenyl Homolog,Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
25512-42-9,247-061-1,Dichlorobiphenyl Homolog,Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
25569-80-6,,"2,3’-Dichlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
26601-64-9,,Hexachlorobiphenyl Homolog,Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
26914-33-0,,Tetrachlorobiphenyl Homolog,Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
27323-18-8,248-405-3,Monochlorobiphenyl Homolog,Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
28655-71-2,249-129-6,Heptachlorobiphenyl Homolog,Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
31508-00-6,,"2,3’4,4’5-pentachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
32598-10-0,,"2,3’4,4’-tetrachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
32598-11-1,,"2,3’,4’,5-Tetrachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
32598-12-2,,"2,4,4’,6-Tetrachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
32598-13-3,,"3,3’,4,4’-tetrachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
32598-14-4,,"2,3,3’,4’,4’-Pentachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
32690-93-0,,"2,4,4’,5-tetrachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
32774-16-6,,"3,3’,4,4’,5,5’-Hexachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
33025-41-1,,"2,3,4,4’-tetrachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
33091-17-7,,"2,2’,3,3’,4,4’,6,6’-Octachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
33146-45-1,,"2,6-Dichlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
33284-50-3,,"2,4-Dichlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
33284-52-5,,"3,3’5,5’-Tetrachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
33284-53-6,,"2,3,4,5-Tetrachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
33284-54-7,,"2,3,5,6-Tetrachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
207004-31-7,,"(-)-2,2',3,3',4,5,6'-heptachlorobiphenyl",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
33979-03-2,251-773-8,"2,2’4,4’6,6’-Hexachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
34883-39-1,,"2,5-Dichlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
34883-41-5,,"3,5-Dichlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
34883-43-7,,"2,4’-Dichlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
35065-27-1,,"2,2’,4,4’,5,5’-Hexachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
35065-28-2,,"2,2’,3,4,4’,5-Hexachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
35065-29-3,,"2,2’,3,4,4’,5,5’-Heptachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
35065-30-6,,"2,2’,3,3’,4,4’,5-Heptachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
35693-92-6,,"2,4,6-Trichlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
35693-99-3,,"2,2’,5,5’-Tetrachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
35694-04-3,,"2,2’3,3’,5,5’-hexachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
35694-06-5,,"2,2’,3,4,4’,5-hexachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
35694-08-7,,"2,2’,3,3’,4,4’,5,5’-Octachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
36559-22-5,,"2,2’,3,4’-Tetrachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
37234-40-5,,Aroclor 1231 Mixture,Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
37324-23-5,,Aroclor 1262 Mixture,Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
37680-65-2,,"2,2’5-trichlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
37680-66-3,,"2,2’,4-trichlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
37680-68-5,,"2,3’,5’-trichlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
37680-69-6,,"3,3,4’-trichlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
37680-73-2,,"2,2’,4,5,5’-pentachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
38379-99-6,,"2,2’,3,5’,6-pentachlorobiphenyl Congener ",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
38380-01-7,,"2,2’,4,4’,5-pentachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
38380-02-8,,"2,2’,3,4,5’-pentachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
38380-03-9,,"2,3,3’,4’,6-pentachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
38380-04-0,,"2,2’,3,4’,5’,6’-hexachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
38380-05-1,,"2,2’,3,3’,4,6’-hexachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
38380-07-3,,"2,2’,3,3’,4,4’-hexachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
38380-08-4,,"2,3,3’,4,4’,5’-hexachlorobiphenyl Congener ",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
38411-22-2,,"2,2’,3,3’,6,6’-hexachlorobiphenyl Congener ",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
38411-25-5,,"2,2’,3,3’,4,5,6’-heptachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
38444-73-4,,"2,2’,6-trichlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
38444-76-7,,"2,3’,6-trichlorobiphenyl Congener ",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
38444-77-8,,"2,4’,6-trichlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
38444-78-9,,"2,2’,3-trichlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
38444-81-4,,"2,3’,5-trichlorobiphenyl Congener ",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
38444-84-7,,"2,3,3’-trichlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
38444-85-8,,"2,3,4’-trichlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
38444-86-9,,"2,3’,4’-trichlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
38444-87-0,,"3,3’,5-trichlorobiphenyl Congener ",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
38444-88-1,,"3,4’,5-trichlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
38444-90-5,,"3,4,4’-trichlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
38444-93-8,,"2,2’,3,3’-tetrachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
39485-83-1,,"2,2’,4,4’,6-pentachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
39635-31-9,,"2,3,3’,4,4’,5,5’-heptachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
39635-32-0,,"2,3,3’,5,5’-pentachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
39635-34-2,,"2,3,3’,4’,5,5’-hexachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
39635-33-1,,"2,3,3’,4,5,5’-hexachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
40186-70-7,,"2,2’,3,3’,4,5’,6-heptachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
40186-71-8,,"2,2’,3,3’,4,5’,6,6’-octachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
40186-72-9,,"2,2’,3,3’,4,4’,5,5’,6-nonachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
41411-61-4,,"2,2’,3,4,5,6-hexachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
41411-62-5,,"2,3,3’,4,5,6-hexachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
41411-63-6,,"2,3,4,4’,5,6-hexachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
41411-64-7,,"2,3,3’,4,4’,5,6-heptachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
41464-39-5,,"2,2’,3,5’-tetrachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
41464-40-8,,"2,2’,4,5’-tetrachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
41464-41-9,,"2,2’,5,6’-tetrachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
41464-42-0,,"2,3,5,5’-tetrachlorobiphenyl Congener ",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
41464-43-1,,"2,3,3’,4’-tetrachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
41464-46-4,,"2,3,4’,6-tetrachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
41464-47-5,,"2,2’,3,6’-tetrachlorobiphenyl Congener ",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
41464-48-6,,"3,3’,4,5’-tetrachlorobiphenyl Congener ",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
41464-49-7,,"2,3,3’,5’-tetrachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
41464-51-1,,"2,2’,3,4’,5’-pentachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
42740-50-1,,"2,2’,3,3’,4,4’,5.6’-octachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
51908-16-8,,"2,2’,3,4’,5,5’-hexachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
52663-58-8,,"2,3,4’,6-tetrachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
52663-59-9,,"2,2’,3,4-tetrachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
52663-60-2,,"2,2’,3,3’,6-pentachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
52663-61-3,,"2,2’,3,5,5’-pentachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
52663-62-4,,"2,2’,3,3’,4-pentachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
52663-63-5,,"2,2’,3,5,5’,6-hexachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
52663-64-6,,"2,2’,3,3’,5,6,6’-heptachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
52663-65-7,,"2,2’,3,3’,4,6,6’-heptachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
52663-66-8,,"2,2’,3,3’,4,5’-hexachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
52663-67-9,,"2,2’,3,3’,5,5’,6-heptachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
52663-68-0,,"2,2’,3,4’,5,5’,6-heptachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
52663-69-1,,"2,2’,3,4,4’,5’,6-heptachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
52663-70-4,,"2,2’,3,3’,4, 5’,6’-heptachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
52663-71-5,,"2,2’,3,3’,4,4’,6-heptachlorobiphenyl Congener",Polychlorinated Biphenyls (PCBs),PROHIBITED SUBSTANCES,Shall not be used,,N
